time,Rhout,Tout,Windsp
43863.92014,90.7,10.2,6.3
43863.92361,90.09999998,10.3,6.3
43863.92708,89.49999999,10.3,6.3
43863.93056,89.40000001,10.3,6.3
43863.93403,89.59999999,10.49999999,6.799999966
43863.9375,89.7,10.4,6.8
43863.94097,90.20000002,10.39999999,6.8
43863.94444,90.49999996,10.30000001,6.8
43863.94792,90.59999999,10.3,6.8
43863.95139,90.10000002,10.4,8.699999936
43863.95486,89.7,10.5,8.700000017
43863.95833,89.69999998,10.40000001,9.2
43863.96181,89.50000003,10.49999999,9.2
43863.96528,89.59999999,10.40000001,8.200000067
43863.96875,89.9,10.3,8.2
43863.97222,90.10000005,10.29999999,8.200000027
43863.97569,90.89999989,10.10000003,8.599999946
43863.97917,91.39999995,10.29999998,8.10000005
43863.98264,91.20000001,10.2,7.100000034
43863.98611,91.19999999,10.2,7.400000017
43863.98958,91,10.3,7.9
43863.99306,91,10.3,7.9
43863.99653,90.20000005,10.3,7.9
43864,90,10.3,9.3
43864.00347,89.80000003,10.49999999,9.3
43864.00694,90.29999993,10.30000003,9.3
43864.01042,90.59999997,10.3,9.3
43864.01389,91.19999998,10.4,9.399999997
43864.01736,91.70000002,10.1,9.4
43864.02083,92.30000004,10.19999999,9.4
43864.02431,92.69999995,10.10000001,9.4
43864.02778,92.40000002,10.29999999,9.69999998
43864.03125,92.9,10.1,9.7
43864.03472,93.30000001,10.1,9.7
43864.03819,93.49999997,10.1,9.7
43864.04167,93.59999999,10.00000001,9.7
43864.04514,93.99999999,9.900000003,9.7
43864.04861,94.6,10.09999999,10.5
43864.05208,94.60000004,9.8,10.5
43864.05556,94.99999995,9.8,10.5
43864.05903,95.09999999,9.899999993,10.00000003
43864.0625,95.2,9.7,9
43864.06597,95.29999999,9.7,9.9
43864.06944,95.20000001,9.7,9.9
43864.07292,95.39999998,9.60000001,9.9
43864.07639,95.69999999,9.6,9.400000017
43864.07986,96.09999998,9.699999993,9.4
43864.08333,95.60000004,9.50000001,9.40000005
43864.08681,95.99999995,9.599999987,9.899999933
43864.09028,96,9.699999993,9.9
43864.09375,95.7,9.7,9.9
43864.09722,95.30000001,9.6,10.5
43864.10069,95.49999997,9.6,10.5
43864.10417,95.20000003,9.69999999,9.500000101
43864.10764,94.60000002,9.600000003,9.5
43864.11111,94.1,9.7,9
43864.11458,94,9.69999999,9
43864.11806,94,9.600000013,9
43864.12153,94.29999998,9.6,8.500000034
43864.125,94.5,9.5,7.6
43864.12847,94.9,9.5,7.6
43864.13194,94.9,9.5,7.6
43864.13542,94.9,9.5,7.6
43864.13889,94.70000001,9.400000003,7.6
43864.14236,94.59999999,9.500000003,7.60000002
43864.14583,94.39999999,9.59999999,8.2
43864.14931,94.30000001,9.500000013,8.2
43864.15278,94.3,9.599999993,7.700000034
43864.15625,93.9,9.6,7.7
43864.15972,93.89999999,9.6,8.200000034
43864.16319,93.70000003,9.6,8.699999933
43864.16667,93.30000004,9.6,8.7
43864.17014,93.3,9.6,8.7
43864.17361,93.09999999,9.6,8.7
43864.17708,92.80000001,9.6,8.7
43864.18056,92.89999999,9.6,8.7
43864.18403,92.40000003,9.6,10.29999989
43864.1875,92.3,9.6,10.3
43864.19097,91.29999997,9.700000007,10.30000001
43864.19444,90.80000007,9.799999987,10.39999999
43864.19792,89.90000009,9.8,11.29999991
43864.20139,89.9,9.8,11.3
43864.20486,89.00000002,9.799999997,11.30000001
43864.20833,89.49999996,9.70000001,11.7
43864.21181,89.10000005,9.799999987,11.7
43864.21528,89.49999997,9.8,10.70000007
43864.21875,89,9.9,10.2
43864.22222,88.40000001,9.999999987,10.2
43864.22569,88.49999999,9.800000027,10.2
43864.22917,88.40000001,9.60000002,10.69999995
43864.23264,88.5,9.699999997,10.7
43864.23611,88.89999999,9.6,10.69999998
43864.23958,88.59999998,9.59999999,10.2
43864.24306,88.40000003,9.500000013,10.2
43864.24653,88.30000001,9.599999993,10.2
43864.25,88.5,9.6,10.7
43864.25347,89.20000001,9.499999993,10.69999997
43864.25694,89.29999999,9.400000013,10.20000007
43864.26042,89.59999997,9.49999999,10.2
43864.26389,89.79999999,9.20000001,9.700000017
43864.26736,89.90000001,9.299999997,9.699999966
43864.27083,90.20000004,9.2,8.69999995
43864.27431,90.59999995,9.2,8.200000067
43864.27778,91.19999996,9.2,7.700000034
43864.28125,91.5,9.2,7.4
43864.28472,91.69999994,9.300000007,7.400000054
43864.28819,90.80000012,9.399999987,8.199999893
43864.29167,90.00000008,9.59999998,8.69999995
43864.29514,89.00000003,9.6,8.7
43864.29861,88.49999999,9.799999997,9.9
43864.30208,88.2,9.70000001,9.90000007
43864.30556,88.2,9.799999987,10.59999991
43864.30903,88.00000001,9.8,10.6
43864.3125,88.1,9.6,10.6
43864.31597,88.10000003,9.6,10.6
43864.31944,88.49999995,9.6,10.6
43864.32292,88.79999997,9.50000001,10.6
43864.32639,89.29999998,9.5,10.6
43864.32986,89.89999998,9.4,10.59999999
43864.33333,89.40000005,9.39999999,10.4
43864.33681,89.89999993,9.300000013,10.4
43864.34028,90.19999998,9.200000007,10.4
43864.34375,90.2,9.3,10.5
43864.34722,89.8,9.100000013,10.5
43864.35069,89.8,9.299999973,10.5
43864.35417,89.30000005,9.20000001,10.00000005
43864.35764,89.4,9.299999997,10.49999998
43864.36111,89.49999999,9.399999997,10.5
43864.36458,89.19999996,9.3,10.5
43864.36806,88.80000005,9.3,10.5
43864.37153,88.00000005,9.499999987,10.5
43864.375,87.9,9.5,10
43864.37847,87.39999993,9.50000002,10
43864.38194,86.40000013,9.79999996,10
43864.38542,86.59999998,9.60000002,10
43864.38889,86.7,9.6,10
43864.39236,86.69999997,9.800000003,10
43864.39583,85.69999994,9.89999999,10.00000018
43864.39931,85.10000008,9.800000013,11.79999976
43864.40278,85.19999999,9.899999993,11.8
43864.40625,85.1,9.8,11.8
43864.40972,85.19999999,9.8,10.8
43864.41319,85.10000001,9.8,10.8
43864.41667,84.70000004,9.89999999,10.8
43864.42014,83.30000005,9.999999997,10.9
43864.42361,82.39999999,10.1,11.9
43864.42708,82.09999991,10.1,11.9
43864.43056,81.20000012,10.1,11.9
43864.43403,80.90000002,10.1,12.49999996
43864.4375,80.6,10.2,13
43864.44097,80.79999994,10.20000001,13.6
43864.44444,79.90000012,10.29999999,13.6
43864.44792,79.9,10.3,13.10000005
43864.45139,80.99999996,10.3,11.60000005
43864.45486,81.49999995,10.3,11.10000001
43864.45833,80.10000002,10.3,11.40000002
43864.46181,80.29999997,10.3,11.59999997
43864.46528,79.70000004,10.3,12.59999993
43864.46875,79.7,10.3,12.6
43864.47222,79.60000011,10.20000001,12.6
43864.47569,81.29999977,10.29999999,12.6
43864.47917,79.50000018,10.20000001,12.6
43864.48264,79.79999999,10.3,12.6
43864.48611,79.8,10.3,12.6
43864.48958,79.7999999,10.39999999,12.6
43864.49306,78.80000013,10.30000001,12.6
43864.49653,78.00000005,10.20000001,12.10000003
43864.5,80.1,10.3,12.1
43864.50347,78.59999988,10.3,12.1
43864.50694,76.80000024,10.3,12.1
43864.51042,76.99999998,10.39999999,12.1
43864.51389,78.19999996,10.5,14.09999993
43864.51736,78.29999995,10.8,14.2
43864.52083,76.89999974,10.79999996,14.20000004
43864.52431,74.30000035,10.40000005,14.59999995
43864.52778,76.09999988,10.4,14.6
43864.53125,75.4,10.5,15.6
43864.53472,76.29999988,10.9,15.09999997
43864.53819,74.50000024,10.9,14.60000007
43864.54167,75.39999991,10.80000001,13.6000001
43864.54514,76.79999995,10.40000001,13.6
43864.54861,76.30000002,10.3,12.6
43864.55208,76.80000007,10.40000001,12.6
43864.55556,77.49999991,10.49999999,12.6
43864.55903,77.40000001,10.59999999,12.6
43864.5625,77,10.4,12.1
43864.56597,79.10000003,10.39999998,12.1
43864.56944,79.59999993,10.10000004,12.1
43864.57292,79.10000005,10.1,12.1
43864.57639,78.10000003,10.29999999,12.59999998
43864.57986,77.59999994,10.4,11.59999995
43864.58333,75.90000004,10.40000001,10.10000004
43864.58681,76.29999995,10.49999999,10.49999995
43864.59028,75.60000005,10.40000001,10.89999997
43864.59375,76.2,10.3,10.9
43864.59722,77.10000001,10.39999999,11.10000001
43864.60069,77.19999999,10.30000001,11.29999997
43864.60417,77.99999992,10.10000002,11.39999999
43864.60764,78.19999999,10.1,11.4
43864.61111,78.20000002,10,11.39999998
43864.61458,78.89999989,9.99999999,10.8999999
43864.61806,77.80000015,9.900000013,9.900000134
43864.62153,78.89999993,9.999999993,10.09999999
43864.625,78.6,9.8,10.1
43864.62847,79.49999995,9.7,10.1
43864.63194,78.80000009,9.7,10.1
43864.63542,80.49999983,9.7,10.1
43864.63889,81.89999995,9.799999997,10.1
43864.64236,81.3,9.7,10.09999998
43864.64583,81.30000006,9.69999999,9.6
43864.64931,81.89999992,9.600000013,9.6
43864.65278,82.39999997,9.6,9.6
43864.65625,82.7,9.5,9.6
43864.65972,83,9.599999993,9.099999966
43864.66319,83,9.500000013,8.600000067
43864.66667,82.90000001,9.59999999,8.6
43864.67014,83.29999999,9.500000003,8.6
43864.67361,83.50000002,9.5,8.6
43864.67708,84.09999997,9.49999999,8.6
43864.68056,83.80000004,9.400000013,8.6
43864.68403,83.50000002,9.4,8.6
43864.6875,84.3,9.4,8.6
43864.69097,84.90000003,9.399999993,8.599999966
43864.69444,85.39999993,9.300000013,8.100000067
43864.69792,85.30000001,9.3,7.60000005
43864.70139,85.10000001,9.399999997,8.299999977
43864.70486,85.30000001,9.399999997,8.299999983
43864.70833,85.69999999,9.3,7.8
43864.71181,85.60000001,9.3,7.8
43864.71528,85.40000001,9.3,7.8
43864.71875,85.7,9.2,7.8
43864.72222,85.70000001,9.3,7.3
43864.72569,85.89999997,9.3,7.3
43864.72917,85.60000003,9.20000001,7.3
43864.73264,85.30000001,9.2,7.3
43864.73611,84.80000001,9.299999997,7.3
43864.73958,84.99999997,9.2,7.3
43864.74306,84.70000004,9.2,7.3
43864.74653,84.40000002,9.299999993,7.3
43864.75,83.8,9.3,7.3
43864.75347,83.90000003,9.3,7.299999966
43864.75694,84.39999993,9.3,6.800000067
43864.76042,84.79999996,9.20000001,5.800000101
43864.76389,85.39999998,9.2,5.8
43864.76736,87.60000005,9,5.8
43864.77083,89.20000013,8.99999998,5.8
43864.77431,90.49999983,8.800000027,5.8
43864.77778,91.39999994,8.8,5.8
43864.78125,91.7,8.7,5.8
43864.78472,92.70000003,8.699999993,4.799999966
43864.78819,93.19999993,8.600000013,4.300000067
43864.79167,93.39999998,8.69999999,3.80000005
43864.79514,93.69999999,8.7,3.8
43864.79861,93.70000002,8.599999997,3.799999983
43864.80208,94.20000009,8.49999999,3.3
43864.80556,95.09999988,8.400000013,3.3
43864.80903,95.69999996,8.4,3.399999993
43864.8125,96.3,8.3,3.4
43864.81597,96.49999963,8.199999906,3.400000148
43864.81944,91.00000074,6.800000188,5.599999705
43864.82292,94.09999969,6.50000003,5.89999997
43864.82639,96.19999993,6.599999997,5.9
43864.82986,96.80000001,6.6,4.899999983
43864.83333,97.09999991,6.60000002,4.4
43864.83681,96.20000012,6.799999973,4.4
43864.84028,95.60000004,6.899999993,4.4
43864.84375,95.5,6.9,4.4
43864.84722,95.39999997,6.9,4.4
43864.85069,95.00000005,6.9,4.4
43864.85417,95.39999996,6.9,4.4
43864.85764,95.89999998,6.999999997,4.4
43864.86111,96.20000001,6.999999997,4.4
43864.86458,96.60000004,6.9,4.4
43864.86806,96.99999995,6.9,4.4
43864.87153,96.80000001,6.9,4.4
43864.875,97.2,7,3.4
43864.87847,96.80000001,6.900000007,2.9
43864.88194,96.89999999,6.999999987,2.9
43864.88542,96.70000002,6.90000001,2.9
43864.88889,96.50000001,6.9,2.9
43864.89236,96.7,6.999999997,2.9
43864.89583,96.69999995,6.90000001,2.9
43864.89931,96.20000007,6.999999987,2.9
43864.90278,96.39999999,7,2.9
43864.90625,96.2,7.1,3.4
43864.90972,96.29999999,7.2,3.4
43864.91319,96.10000003,7.2,3.4
43864.91667,96.00000001,7.2,3.89999995
43864.92014,95.9,7.2,3.9
43864.92361,95.90000001,7.3,3.9
43864.92708,96.09999999,7.29999999,3.9
43864.93056,96.00000001,7.200000013,3.9
43864.93403,96.19999999,7.299999993,3.9
43864.9375,96.4,7.2,3.9
43864.94097,96.60000001,7.2,3.9
43864.94444,96.69999999,7.2,3.9
43864.94792,95.90000008,7.29999999,3.9
43864.95139,93.90000007,7.399999997,3.9
43864.95486,88.49999994,7.699999997,5.3
43864.95833,86.59999983,7.60000001,5.3
43864.96181,84.90000023,7.699999987,5.3
43864.96528,84.30000004,7.600000007,5.3
43864.96875,83.3,7.6,5.3
43864.97222,83.49999995,7.6,5.3
43864.97569,82.80000009,7.6,5.3
43864.97917,82.20000006,7.50000001,5.3
43864.98264,82.1,7.5,5.3
43864.98611,79.89999995,7.6,5.300000017
43864.98958,78.49999988,7.6,5.8
43864.99306,77.30000016,7.6,5.8
43864.99653,77.39999999,7.6,6.299999966
43865,78.2,7.4,7.3
43865.00347,77.10000007,7.399999987,8.1
43865.00694,78.19999985,7.200000027,8.1
43865.01042,77.30000009,7.10000001,8.79999993
43865.01389,76.70000002,7.000000003,8.8
43865.01736,77.19999996,7,8.799999983
43865.02083,76.09999992,6.99999999,8.3
43865.02431,75.30000011,6.900000013,8.3
43865.02778,76.29999993,6.700000013,7.300000067
43865.03125,75.8,6.7,7.3
43865.03472,74.49999999,6.6,7.3
43865.03819,74.40000001,6.6,7.3
43865.04167,74.59999998,6.69999999,7.3
43865.04514,75.09999998,6.300000013,7.3
43865.04861,73.49999998,6.500000007,7.3
43865.05208,72.9,6.69999999,7.3
43865.05556,72.9,6.600000013,7.3
43865.05903,72.00000006,6.799999987,7.3
43865.0625,73.3,6.8,7.3
43865.06597,72.90000001,6.799999987,7.300000013
43865.06944,72.99999999,6.600000027,7.499999973
43865.07292,72.90000001,6.6,7.99999995
43865.07639,72.30000002,6.699999997,8
43865.07986,71.70000005,6.699999997,8.8
43865.08333,73.20000011,6.59999999,8.80000006
43865.08681,74.29999985,6.500000013,9.39999992
43865.09028,74.20000001,6.5,9.4
43865.09375,75,6.4,9.7
43865.09722,73.79999999,6.5,10.4
43865.10069,73.60000003,6.5,10.4
43865.10417,74.09999995,6.5,10.4
43865.10764,73.80000001,6.5,10.89999998
43865.11111,73.70000003,6.499999997,10.89999998
43865.11458,74.50000008,6.4,10.39999995
43865.11806,75.29999989,6.4,9.900000067
43865.12153,75.3,6.4,9.400000034
43865.125,74.6,6.5,9.4
43865.12847,74.60000003,6.499999993,10.7
43865.13194,74.99999995,6.400000013,10.7
43865.13542,75.29999997,6.4,11.19999995
43865.13889,73.60000006,6.4,11.2
43865.14236,74.4,6.3,11.20000002
43865.14583,74.40000002,6.29999999,11.8
43865.14931,74.59999997,6.200000013,11.8
43865.15278,74.00000004,6.399999987,11.50000002
43865.15625,74.3,6.2,11.5
43865.15972,74.39999993,6.300000007,11.50000006
43865.16319,73.30000015,6.399999987,12.39999988
43865.16667,72.80000005,6.4,12.4
43865.17014,73.49999998,6.4,12.4
43865.17361,74.39999999,6.399999997,11.89999998
43865.17708,74.10000007,6.3,11.40000002
43865.18056,74.79999991,6.3,11.59999997
43865.18403,74.20000004,6.3,11.6
43865.1875,73,6.2,11.6
43865.19097,73.10000007,6.200000007,11.6
43865.19444,74.19999985,6.299999987,11.6
43865.19792,73.50000007,6.39999999,12.69999989
43865.20139,74.89999995,6.200000007,12.7
43865.20486,74.10000003,6.299999993,13.19999998
43865.20833,74.90000004,6.10000001,12.7
43865.21181,75.29999995,6.199999987,12.7
43865.21528,74.60000005,6.2,11.50000008
43865.21875,75,6.3,11.5
43865.22222,76.89999997,6.100000013,11.5
43865.22569,76.50000005,6.299999973,11.5
43865.22917,76.00000005,6.20000001,10.5000001
43865.23264,76,6.2,10.5
43865.23611,76.39999999,6.299999997,10.5
43865.23958,76.19999997,6.2,10.50000005
43865.24306,75.90000004,6.2,10.99999993
43865.24653,73.50000016,6.299999993,11
43865.25,75.6,6.2,11.3
43865.25347,75.89999996,6.200000013,12.4
43865.25694,75.30000008,6.399999973,12.4
43865.26042,75.49999998,6.20000002,11.4000001
43865.26389,73.60000006,6.299999997,11.59999999
43865.26736,75.60000001,6.2,11.59999998
43865.27083,75.89999996,6.20000001,11.1
43865.27431,75.50000005,6.299999987,11.1
43865.27778,75.99999997,6.200000007,10.60000003
43865.28125,75.1,6.4,10.9
43865.28472,76.40000002,6.299999993,10.9
43865.28819,76.69999996,6.200000013,10.9
43865.29167,76.89999998,6.2,12.69999982
43865.29514,76.8,6.100000003,14.09999995
43865.29861,77.99999997,6.2,14.59999998
43865.30208,76.99999991,6.20000001,14.09999995
43865.30556,76.10000012,6.299999987,13.60000007
43865.30903,77.19999993,6.00000002,13.69999999
43865.3125,77.6,6,13.2
43865.31597,78.29999986,6.1,11.70000006
43865.31944,76.20000028,6.1,12.59999988
43865.32292,75.30000009,6.19999999,12.6
43865.32639,75.00000001,6.2,12.6
43865.32986,78.20000001,5.900000003,12.59999997
43865.33333,78.60000019,5.99999996,11.60000003
43865.33681,80.49999975,5.600000054,11.89999996
43865.34028,78.50000013,5.6,12.59999995
43865.34375,79,5.9,12.1
43865.34722,79.80000005,5.20000002,11.10000003
43865.35069,80.59999989,5.49999996,11.59999993
43865.35417,76.90000037,5.89999996,12.39999992
43865.35764,76.20000002,5.800000003,12.89999998
43865.36111,75.09999998,5.9,13
43865.36458,74.59999973,5.89999999,13.00000005
43865.36806,71.90000036,5.800000013,13.49999993
43865.37153,75.19999978,5.600000013,13.5
43865.375,75.1,5.7,13
43865.37847,74.40000001,5.9,12.5
43865.38194,74.59999997,5.9,12.5
43865.38542,74.30000003,5.9,12.00000005
43865.38889,74.10000001,5.9,11.50000002
43865.39236,72.00000009,6.099999993,11.5
43865.39583,74.59999979,5.90000002,11.50000003
43865.39931,72.50000028,6.099999973,11.79999996
43865.40278,73.49999993,6.1,11.8
43865.40625,74.1,6.1,11.8
43865.40972,73.39999992,6.200000007,12.4
43865.41319,72.20000016,6.299999987,12.4
43865.41667,73.49999987,6.20000001,11.90000005
43865.42014,73.69999999,6.299999997,10.90000003
43865.42361,72.70000005,6.300000003,9.900000044
43865.42708,74.09999989,6.39999999,11.2
43865.43056,73.00000015,6.300000013,11.2
43865.43403,73,6.200000007,11.2
43865.4375,72.8,6.3,12
43865.44097,74.09999997,6.200000007,11.9999999
43865.44444,73.70000005,6.299999987,10.5000002
43865.44792,73.60000001,6.3,10.5
43865.45139,73.40000001,6.399999997,10.5
43865.45486,72.19999999,6.599999997,11.3
43865.45833,71.99999996,6.50000001,11.3
43865.46181,71.60000005,6.599999987,11.3
43865.46528,72.49999994,6.500000007,10.80000003
43865.46875,73.7,6.6,10.3
43865.47222,72.90000002,6.400000007,9.800000107
43865.47569,73.19999996,6.499999987,11.39999979
43865.47917,72.40000008,6.5,11.4
43865.48264,73.29999997,6.599999997,11.89999998
43865.48611,73.50000001,6.6,11.89999998
43865.48958,73.89999994,6.60000002,11.4
43865.49306,73.30000008,6.799999973,11.4
43865.49653,73.00000002,6.700000007,12.59999992
43865.5,74.3,6.8,14
43865.50347,74.00000005,6.8,13.99999998
43865.50694,74.69999991,6.8,13.70000004
43865.51042,74.00000007,6.70000001,13.7
43865.51389,75.59999995,6.799999997,12.20000005
43865.51736,74.30000014,6.699999987,12.20000003
43865.52083,78.60000075,6.29999993,13.00000012
43865.52431,86.09999899,5.600000094,14.19999984
43865.52778,86.19999999,5.799999987,14.2
43865.53125,85.4,6.1,12.7
43865.53472,84.39999993,6.200000013,12.99999997
43865.53819,83.40000013,6.399999973,12.50000007
43865.54167,81.4000002,6.59999998,12.00000005
43865.54514,80.20000004,6.699999997,12.1
43865.54861,80.4,6.8,12.6
43865.55208,80.39999998,6.79999999,12.59999995
43865.55556,80.20000003,6.700000013,12.10000007
43865.55903,80.99999995,6.899999987,11.10000007
43865.5625,80.3,6.9,10.1
43865.56597,79.09999998,7.000000013,10.4
43865.56944,78.80000004,7.199999973,10.4
43865.57292,79.19999996,7.2,10.4
43865.57639,83.79999985,6.60000002,11.19999997
43865.57986,85.10000006,6.599999997,12.5
43865.58333,86.80000015,6.49999998,12.4999999
43865.58681,88.2999998,6.300000027,11.50000013
43865.59028,90.49999985,6.200000007,10.50000007
43865.59375,91.5,6.2,10
43865.59722,93.00000011,6.2,10.7
43865.60069,94.69999977,6.2,10.7
43865.60417,96.59999981,6.10000001,10.7
43865.60764,96.7,6.199999997,9.20000005
43865.61111,95.29999987,6.400000013,9.200000017
43865.61458,91.4999999,6.8,9.70000001
43865.61806,90.50000013,6.8,9.799999987
43865.62153,91.79999991,6.8,9.8
43865.625,92.4,6.7,9.8
43865.62847,91.19999981,7.000000013,9.8
43865.63194,88.40000038,7.199999973,9.8
43865.63542,89.59999988,7.2,9.8
43865.63889,88.70000003,7.299999997,9.8
43865.64236,90.60000004,7.199999997,10.80000001
43865.64583,91.89999998,7.10000001,11.09999995
43865.64931,91.70000003,7.199999987,10.60000007
43865.65278,93.09999991,7.000000013,10.6
43865.65625,94.3,7,10.6
43865.65972,95.1000001,6.899999993,10.6
43865.66319,96.5999998,6.800000013,10.6
43865.66667,97.19999994,6.8,9.600000101
43865.67014,97.2,6.899999997,9.6
43865.67361,97.80000002,6.800000007,9.599999966
43865.67708,98.29999998,7.00000001,8.599999899
43865.68056,98.10000003,7.099999987,7.600000134
43865.68403,98.00000001,7.299999987,7.6
43865.6875,97.3,7.4,7.9
43865.69097,97,7.300000007,7.899999966
43865.69444,97,7.399999987,7.400000067
43865.69792,96.90000001,7.4,7.4
43865.70139,96.70000001,7.4,6.400000034
43865.70486,96.70000001,7.4,6.4
43865.70833,97.00000005,7.39999999,6.4
43865.71181,97.49999993,7.300000013,6.4
43865.71528,97.79999998,7.399999993,5.900000034
43865.71875,97.6,7.4,5.9
43865.72222,97.19999999,7.4,5.4
43865.72569,97.00000003,7.4,5.4
43865.72917,97.09999999,7.4,5.4
43865.73264,96.80000001,7.499999997,5.499999997
43865.73611,96.9,7.499999997,5.5
43865.73958,96.99999999,7.39999998,5.49999995
43865.74306,96.90000001,7.200000027,5.000000067
43865.74653,96.70000001,7.299999993,4.500000034
43865.75,95.9,7.4,4
43865.75347,95.20000001,7.4,4.000000047
43865.75694,95.39999997,7.4,4.699999906
43865.76042,95.79999996,7.4,4.7
43865.76389,95.40000001,7.300000003,4.7
43865.76736,94.49999998,7.199999997,4.7
43865.77083,93.79999998,7.09999999,4.7
43865.77431,93.60000003,7.000000013,4.7
43865.77778,93.79999999,6.900000007,4.200000034
43865.78125,94.3,6.8,4.2
43865.78472,93.39999989,6.499999987,3.7
43865.78819,91.70000023,6.300000027,3.7
43865.79167,91.50000002,6.20000001,3.7
43865.79514,91.30000001,6.000000007,3.7
43865.79861,91.60000002,5.899999997,3.699999983
43865.80208,92.10000005,5.79999999,3.2
43865.80556,92.59999993,5.700000013,3.2
43865.80903,92.89999998,5.600000007,3.2
43865.8125,93.2,5.4,3.2
43865.81597,93.70000001,5.3,2.7
43865.81944,93.79999999,5.3,2.7
43865.82292,93.89999999,5.3,2.7
43865.82639,93.8,5.100000007,2.200000017
43865.82986,93.40000001,4.899999997,1.899999983
43865.83333,93.80000004,4.8,1.39999995
43865.83681,94.19999995,4.8,0.900000067
43865.84028,94.59999997,4.899999993,0.500000027
43865.84375,94.6,4.8,0.5
43865.84722,94.59999999,4.9,1.000000034
43865.85069,94.50000001,4.9,1.499999933
43865.85417,94.69999998,4.80000001,1.5
43865.85764,95.39999998,4.899999997,1.5
43865.86111,96.00000002,5.000000003,1.5
43865.86458,96.49999999,5.1,1.5
43865.86806,96.40000001,5.1,1.5
43865.87153,96.69999998,5.199999993,1.5
43865.875,96.7,5.3,1.5
43865.87847,96.49999997,5.399999993,1.49999998
43865.88194,96.00000007,5.300000013,1.20000004
43865.88542,95.50000005,5.10000002,0.70000005
43865.88889,95.6,5.000000003,0.200000017
43865.89236,95.80000001,4.999999997,0
43865.89583,96.00000004,4.90000001,0
43865.89931,96.39999995,4.999999987,0
43865.90278,96.20000001,5,0
43865.90625,96.2,5,0
43865.90972,96.09999995,5.099999987,0
43865.91319,95.40000009,4.900000027,0
43865.91667,95.10000003,4.70000002,0
43865.92014,97.49999992,4.799999997,0
43865.92361,95.10000002,4.600000007,0
43865.92708,95.60000004,4.80000002,0
43865.93056,95.99999995,4.999999973,0
43865.93403,95.20000005,5.099999993,0
43865.9375,95.7,5.1,1
43865.94097,94.99999999,4.999999987,1
43865.94444,94.80000003,4.800000027,1
43865.94792,95.49999993,4.99999998,1
43865.95139,95.20000001,5.099999997,1.499999983
43865.95486,95.59999997,5.29999999,1.5
43865.95833,94.79999999,5.00000002,1.49999997
43865.96181,94.70000001,5.199999973,1.20000004
43865.96528,94.50000001,5.000000013,1.2
43865.96875,94.6,4.8,1
43865.97222,94.89999999,4.900000007,0.499999966
43865.97569,94.80000001,4.999999987,6.71E-08
43865.97917,94.10000007,4.70000003,0
43865.98264,94,4.7,0
43865.98611,92.60000006,5,0
43865.98958,94.40000001,4.99999999,0
43865.99306,94.49999999,4.900000013,0
43865.99653,95.19999995,4.999999993,0
43866,94.8,5.1,0
43866.00347,94.4,4.899999993,0
43866.00694,94.4,4.800000013,0
43866.01042,95.69999987,4.8,0.49999995
43866.01389,94.20000005,4.8,0.5
43866.01736,94.40000005,4.799999983,0.29999999
43866.02083,95.99999995,4.30000005,0
43866.02431,95.50000007,4.799999933,0
43866.02778,94.60000006,4.700000007,0
43866.03125,94.4,4.7,0
43866.03472,95.1999999,5.19999998,0
43866.03819,93.7000002,4.90000004,0
43866.04167,94.79999989,4.99999999,0
43866.04514,94.40000001,5.199999993,0
43866.04861,93.60000003,4.800000007,0
43866.05208,94.5000001,4.99999998,0
43866.05556,95.49999987,4.800000027,0
43866.05903,95.10000003,4.8,0
43866.0625,94.8,4.8,0
43866.06597,94.80000009,4.700000007,0
43866.06944,96.19999981,4.799999987,0
43866.07292,96.99999992,4.70000001,0
43866.07639,95.10000006,4.799999997,0
43866.07986,98.19999996,4.700000003,0
43866.08333,97.09999986,4.8,0
43866.08681,95.70000019,4.8,0
43866.09028,95.30000003,4.600000013,0
43866.09375,95.7,4.9,0
43866.09722,95.99999996,5.1,0
43866.10069,95.40000008,5.1,0
43866.10417,94.50000009,5.00000001,0
43866.10764,94.30000001,5.099999997,0
43866.11111,93.99999998,5.1,0
43866.11458,93.50000001,5.10000003,0
43866.11806,93.59999999,5.39999996,0
43866.12153,92.90000005,5.4,0
43866.125,92.5,5.5,0
43866.12847,91.70000007,5.3,0
43866.13194,92.69999987,5.3,0
43866.13542,92.79999999,5.49999998,0
43866.13889,92.00000003,5.5,0
43866.14236,91.09999998,5.40000001,0
43866.14583,90.49999997,5.70000001,0
43866.14931,90.20000004,5.799999987,0
43866.15278,89.60000004,5.899999993,0
43866.15625,89,6,0
43866.15972,89.29999995,5.900000007,0
43866.16319,88.50000011,5.999999987,0
43866.16667,88.00000005,6.09999999,0
43866.17014,86.90000004,6.199999997,0
43866.17361,85.99999992,6.30000001,4.36E-08
43866.17708,83.5,6.59999999,1.3
43866.18056,83.5,6.500000013,1.3
43866.18403,82.80000005,6.5,1.799999966
43866.1875,83.1,6.5,1.8
43866.19097,82.90000001,6.4,1.8
43866.19444,82.99999999,6.4,1.8
43866.19792,81.40000016,6.69999997,1.8
43866.20139,81.69999999,6.500000007,1.8
43866.20486,82.49999998,6.4,1.799999987
43866.20833,81.99999986,6.40000002,1.39999995
43866.21181,80.60000019,6.599999973,0.900000067
43866.21528,79.90000005,6.6,0.400000034
43866.21875,80.2,6.5,0
43866.22222,80.40000009,6.5,0
43866.22569,81.69999983,6.5,0
