time,Rhout,Tout,Windsp
43815.55208,90.90000001,8.8,3.7
43815.55556,90.99999999,8.8,3.7
43815.55903,90.70000002,8.8,3.7
43815.5625,90.8,8.8,3.7
43815.56597,90.70000001,8.8,3.7
43815.56944,90.89999997,8.8,3.7
43815.57292,90.70000002,8.89999999,3.7
43815.57639,90.6,8.9,3.7
43815.57986,90.7,8.9,3.699999983
43815.58333,90.80000002,8.90000001,3.2
43815.58681,90.99999997,8.999999987,3.2
43815.59028,90.70000002,8.800000013,3.2
43815.59375,91.2,8.9,3.2
43815.59722,91.09999998,8.999999993,3.2
43815.60069,90.80000004,8.900000013,3.2
43815.60417,90.99999998,8.99999999,2.70000005
43815.60764,91.1,8.900000003,2.7
43815.61111,91.80000001,8.999999993,2.7
43815.61458,92.00000011,8.8,2.7
43815.61806,93.09999985,8.8,2.7
43815.62153,93.29999999,8.700000007,2.7
43815.625,92.9,8.7,2.7
43815.62847,93.7,8.8,2.7
43815.63194,93.7,8.8,2.7
43815.63542,93.7,8.8,2.20000005
43815.63889,93.6,8.8,2.2
43815.64236,93.90000001,8.7,2.2
43815.64583,94.30000002,8.7,2.2
43815.64931,94.49999997,8.7,2.2
43815.65278,94.5,8.7,2.2
43815.65625,94.8,8.7,2.2
43815.65972,94.49999999,8.6,2.2
43815.66319,94.40000001,8.6,2.2
43815.66667,94.59999998,8.6,2.2
43815.67014,94.5,8.699999997,2.2
43815.67361,94.50000002,8.600000003,2.2
43815.67708,95.00000001,8.69999999,2.2
43815.68056,95.09999999,8.600000013,2.2
43815.68403,95.39999998,8.699999993,2.2
43815.6875,95.1,8.6,2.1
43815.69097,94.90000001,8.6,2.1
43815.69444,94.99999999,8.6,2.1
43815.69792,94.80000002,8.6,2.1
43815.70139,94.8,8.6,2.1
43815.70486,95,8.6,2.1
43815.70833,95.09999997,8.59999999,2.09999996
43815.71181,94.80000004,8.500000013,1.700000054
43815.71528,94.70000001,8.400000007,1.40000002
43815.71875,94.6,8.4,1.3
43815.72222,94.79999999,8.4,1.3
43815.72569,94.60000003,8.4,1.3
43815.72917,94.6,8.49999999,1.79999995
43815.73264,94.6,8.400000003,1.8
43815.73611,94.60000001,8.400000003,1.8
43815.73958,94.80000003,8.5,1.8
43815.74306,95.09999996,8.5,1.8
43815.74653,95.19999999,8.5,1.8
43815.75,95.3,8.4,1.8
43815.75347,95.40000002,8.499999993,1.8
43815.75694,95.69999996,8.400000013,1.8
43815.76042,95.89999998,8.4,1.8
43815.76389,96.19999999,8.4,1.8
43815.76736,96.00000001,8.3,1.8
43815.77083,96.20000002,8.3,1.8
43815.77431,96.39999997,8.3,1.8
43815.77778,96.30000001,8.200000007,1.8
43815.78125,96.4,8.2,1.6
43815.78472,96.69999997,8.299999987,1.299999973
43815.78819,96.20000007,8.100000027,0.900000054
43815.79167,96.59999996,8.19999999,0.60000003
43815.79514,96.20000001,8.100000003,0.200000013
43815.79861,96.19999999,8.1,0
43815.80208,96,8.09999999,1.01E-07
43815.80556,96,8.000000013,0.999999866
43815.80903,96,8.099999993,1
43815.8125,96,8.1,1
43815.81597,96.09999997,8.099999993,1
43815.81944,95.70000005,8.000000013,1
43815.82292,96.09999996,8,1
43815.82639,96.29999999,7.900000003,1
43815.82986,96.8,8.099999997,0.899999983
43815.83333,96.9,7.99999999,0.39999996
43815.83681,96.9,7.900000013,5.36E-08
43815.84028,97.19999998,7.800000007,0
43815.84375,97.3,7.7,0
43815.84722,97.80000003,7.7,0
43815.85069,98.19999995,7.7,0
43815.85417,98.2,7.7,0
43815.85764,98.00000001,7.600000003,0
43815.86111,98.60000002,7.6,0
43815.86458,99.09999997,7.59999999,0
43815.86806,98.80000004,7.500000013,0
43815.87153,98.89999999,7.400000007,0
43815.875,99,7.4,0
43815.87847,99.5,7.3,0
43815.88194,99.5,7.3,0
43815.88542,99.5,7.3,0
43815.88889,99.5,7.200000003,0
43815.89236,99.5,7.2,0
43815.89583,99.5,7.2,0
43815.89931,99.5,7.2,0
43815.90278,99.5,7.2,0
43815.90625,99.5,7.1,0
43815.90972,99.5,7.2,0
43815.91319,99.5,7.2,0
43815.91667,99.5,7.10000001,0
43815.92014,99.5,7.1,0
43815.92361,99.5,7.1,0
43815.92708,99.5,7.1,0
43815.93056,99.5,7.1,0
43815.93403,99.5,7.000000007,0
43815.9375,99.5,7,0
43815.94097,99.5,7,0
43815.94444,99.5,7,0
43815.94792,99.5,6.90000001,0
43815.95139,99.5,6.9,0.499999983
43815.95486,99.5,6.800000003,1
43815.95833,99.5,6.89999999,1
43815.96181,99.5,6.800000013,1
43815.96528,99.5,6.8,1.499999966
43815.96875,99.5,6.8,1.5
43815.97222,99.5,6.8,1.5
43815.97569,99.5,6.8,1.5
43815.97917,99.5,6.8,1.5
43815.98264,99.5,6.8,1.5
43815.98611,99.5,6.800000003,1.5
43815.98958,99.5,6.9,1.5
43815.99306,99.5,6.9,1.5
43815.99653,99.5,6.9,1.5
43816,99.5,6.9,1.5
43816.00347,99.5,6.999999993,2
43816.00694,99.5,6.900000013,2
43816.01042,99.5,6.99999999,2
43816.01389,99.5,7,2
43816.01736,99.5,7,2.5
43816.02083,99.5,7.00000001,2.5
43816.02431,99.5,7.099999987,2.5
43816.02778,99.5,7.1,2.5
43816.03125,99.5,7.1,2.5
43816.03472,99.5,7.1,2.5
43816.03819,99.5,7.1,2.5
43816.04167,99.5,7.00000001,2.5
43816.04514,99.5,7,2.5
43816.04861,99.5,7.000000003,2.5
43816.05208,99.5,7.09999999,2.5
43816.05556,99.5,7.000000013,2.5
43816.05903,99.5,7.199999987,1.800000047
43816.0625,99.5,7.1,1.3
43816.06597,99.5,7.099999993,0.799999973
43816.06944,99.5,7.000000013,0.400000054
43816.07292,99.5,6.90000001,4.02E-08
43816.07639,99.5,6.800000003,0
43816.07986,99.5,6.699999997,0
43816.08333,99.5,6.6,0
43816.08681,99.5,6.6,0
43816.09028,99.59999999,6.500000007,0
43816.09375,99.5,6.5,0
43816.09722,99.5,6.4,0
43816.10069,99.5,6.4,0
43816.10417,99.5,6.30000001,0
43816.10764,99.5,6.3,0
43816.11111,99.5,6.199999997,1.01E-08
43816.11458,99.5,6.10000002,0.29999997
43816.11806,99.5,6.299999973,4.02E-08
43816.12153,99.5,6.3,0.499999966
43816.125,99.5,6.3,1
43816.12847,99.5,6.299999993,1
43816.13194,99.5,6.200000013,1
43816.13542,99.5,6.49999997,1
43816.13889,99.5,6.599999997,1
43816.14236,99.5,6.6,1
43816.14583,99.5,6.6,1
43816.14931,99.5,6.6,1
43816.15278,99.5,6.6,1
43816.15625,99.5,6.5,1
43816.15972,99.5,6.5,1
43816.16319,99.5,6.5,1
43816.16667,99.5,6.40000001,1
43816.17014,99.5,6.4,1
43816.17361,99.5,6.4,1.000000017
43816.17708,99.5,6.4,1.5
43816.18056,99.5,6.4,1.5
43816.18403,99.5,6.4,1.5
43816.1875,99.5,6.4,1.5
43816.19097,99.5,6.500000007,1.399999966
43816.19444,99.5,6.599999987,0.900000067
43816.19792,99.5,6.6,0.50000004
43816.20139,99.5,6.6,0.79999999
43816.20486,99.5,6.699999997,0.7
43816.20833,99.5,6.6,0.7
43816.21181,99.5,6.6,0.7
43816.21528,99.5,6.699999993,1.199999966
43816.21875,99.5,6.6,1
43816.22222,99.5,6.600000007,0.499999973
43816.22569,99.5,6.699999987,0.100000054
43816.22917,99.5,6.79999999,1.01E-08
43816.23264,99.5,6.899999997,0
43816.23611,99.5,6.9,1
43816.23958,99.5,6.90000001,0.99999998
43816.24306,99.5,6.999999987,0.800000027
43816.24653,99.5,6.900000007,0.400000027
43816.25,99.5,6.8,0
43816.25347,99.5,6.8,0
43816.25694,99.5,6.8,0
43816.26042,99.40000001,6.89999999,0
43816.26389,99.5,6.800000003,0
43816.26736,99.5,6.9,0
43816.27083,99.5,6.90000002,0
43816.27431,99.5,7.099999973,0
43816.27778,99.5,7.199999993,0
43816.28125,99.5,7.3,0
43816.28472,99.5,7.6,3.35E-08
43816.28819,99.5,7.6,0.499999933
43816.29167,99.5,7.69999999,5.03E-08
43816.29514,99.5,7.799999997,0.29999999
43816.29861,99.5,8.000000003,0
43816.30208,99.5,8.10000001,0
43816.30556,99.5,8.199999987,0
43816.30903,99.00000003,8.2,0
43816.3125,98.6,8.3,0
43816.31597,98.3,8.3,0
43816.31944,98.3,8.3,0
43816.32292,98.20000001,8.49999998,0
43816.32639,98.1,8.5,0
43816.32986,97.79999999,8.500000007,0
43816.33333,97.59999993,8.69999999,0
43816.33681,96.90000009,8.600000013,0
43816.34028,96.60000002,8.400000013,0
43816.34375,97.5,8.2,0
43816.34722,98.10000001,8.200000007,0
43816.35069,98.29999997,8.299999987,0
43816.35417,98.39999999,8.69999996,0
43816.35764,97.50000003,8.899999993,0
43816.36111,96.89999997,9.30000001,1.68E-08
43816.36458,95.8999999,9.60000002,0.50000004
43816.36806,94.90000013,9.799999973,0.899999946
43816.37153,93.90000007,9.899999993,1.399999966
43816.375,93.3,10,1.4
43816.37847,92.69999997,10.10000001,1.4
43816.38194,92.20000007,10.19999999,1.4
43816.38542,91.60000006,10.29999999,1.4
43816.38889,91.20000001,10.3,1.4
43816.39236,90.99999999,10.4,1.4
43816.39583,90.69999998,10.4,1.4
43816.39931,90.50000003,10.4,1.4
43816.40278,90.40000001,10.4,1.4
43816.40625,90.1,10.5,1.4
43816.40972,89.39999997,10.60000001,2.2
43816.41319,89.00000005,10.79999997,2.2
43816.41667,88.50000005,10.89999999,2.2
43816.42014,87.60000003,11,2.2
43816.42361,87.29999998,11.20000001,2.2
43816.42708,86.70000006,11.4,2.2
43816.43056,87.29999992,11.4,2.2
43816.43403,86.60000005,11.4,2.2
43816.4375,86,11.5,2.7
43816.44097,85.69999999,11.6,2.7
43816.44444,85.50000003,11.6,2.7
43816.44792,86.19999993,11.6,2.7
43816.45139,86.00000001,11.5,2.7
43816.45486,85.70000001,11.5,2.7
43816.45833,85.89999996,11.59999999,2.7
43816.46181,85.50000005,11.50000001,2.7
43816.46528,85.20000002,11.59999999,2.7
43816.46875,84.8,11.6,2.7
43816.47222,83.99999992,11.70000001,2.7
43816.47569,82.80000016,11.89999997,2.7
43816.47917,82.70000001,11.9,2.7
43816.48264,82.20000002,11.9,2.7
43816.48611,82.09999999,11.9,2.7
43816.48958,81.79999993,12,2.7
43816.49306,81.10000009,12,2.7
43816.49653,80.90000001,12,2.7
43816.5,80.7,12.2,2.7
43816.50347,80.50000001,12.19999999,2.7
43816.50694,80.69999997,12.10000001,2.7
43816.51042,80.50000002,12.1,2.7
43816.51389,80.6,12.1,2.7
43816.51736,80.69999999,12.3,2.7
43816.52083,80.49999998,12.20000001,2.7
43816.52431,80.30000003,12.29999999,2.7
43816.52778,80.10000001,12.39999999,2.7
43816.53125,79.2,12.5,2.7
43816.53472,78.29999999,12.70000001,2.7
43816.53819,78.10000003,12.79999999,2.7
43816.54167,77.70000004,13.09999997,2.7
43816.54514,76.90000003,13.1,2.7
43816.54861,76.59999998,13.1,3.700000017
43816.55208,75.99999997,13.20000001,4.20000005
43816.55556,75.70000004,13.29999999,4.699999933
43816.55903,75.20000003,13.59999998,4.7
43816.5625,74.1,13.7,5.3
43816.56597,73.40000001,13.89999999,5.300000034
43816.56944,73.49999999,13.70000003,5.799999933
43816.57292,73.00000005,13.89999998,6.29999995
43816.57639,72.00000003,14,6.3
43816.57986,72.60000003,13.8,6.300000023
43816.58333,73.50000002,13.80000002,7
43816.58681,73.69999997,13.99999997,7
43816.59028,72.80000006,14.09999999,7
43816.59375,72.7,14,7
43816.59722,73.8,13.90000001,7
43816.60069,73.8,13.99999999,7
43816.60417,73.99999998,14,7
43816.60764,74.1,13.9,7.799999973
43816.61111,74.50000001,13.9,7.8
43816.61458,74.90000001,13.8,7.8
43816.61806,74.99999999,13.8,7.8
43816.62153,75.59999996,13.70000001,6.800000067
43816.625,75.2,13.8,5.8
43816.62847,75.60000001,13.70000001,5.8
43816.63194,75.69999999,13.79999999,5.8
43816.63542,75.60000001,13.70000001,5.8
43816.63889,75.99999999,13.7,5.8
43816.64236,75.70000001,13.8,5.80000002
43816.64583,75.90000003,13.7,6.40000005
43816.64931,76.19999996,13.7,6.899999933
43816.65278,76.39999999,13.60000001,6.9
43816.65625,76.2,13.7,6.4
43816.65972,76.60000002,13.6,5.899999966
43816.66319,76.89999996,13.6,5.400000067
43816.66667,77.39999995,13.30000003,4.90000005
43816.67014,77.79999999,13.3,4.400000017
43816.67361,78,13.3,4.4
43816.67708,78.00000002,13.3,4.4
43816.68056,78.19999997,13.3,4.4
43816.68403,78.29999999,13.3,4.4
43816.6875,78.2,13.4,4.9
43816.69097,78.4,13.3,4.9
43816.69444,78.4,13.3,4.9
43816.69792,78.10000003,13.39999999,4.99999999
43816.70139,78.2,13.4,5
43816.70486,78.7,13.3,5
43816.70833,78.80000019,13.29999996,5.000000101
43816.71181,80.69999975,12.90000005,5.999999866
43816.71528,85.49999968,11.80000007,6.59999996
43816.71875,88.9,11.6,8.4
43816.72222,91.0000001,11.39999999,8.9
43816.72569,92.4999998,11.20000003,8.9
43816.72917,93.59999989,11.10000001,8.9
43816.73264,94.59999997,10.90000001,7.900000034
43816.73611,94.70000002,10.7,7.4
43816.73958,95.20000002,10.59999999,7.39999995
43816.74306,95.39999997,10.50000001,6.900000067
43816.74653,95.4,10.40000001,6.400000034
43816.75,95.4,10.3,6.4
43816.75347,94.79999999,10.29999999,6.4
43816.75694,94.70000001,10.20000001,6.4
43816.76042,94.89999998,10.10000001,6.4
43816.76389,95.29999999,10.1,6.4
43816.76736,95.70000001,9.999999993,6.399999966
43816.77083,95.90000003,9.8,5.39999995
43816.77431,96.19999996,9.8,4.900000067
43816.77778,96.59999997,9.700000007,4.9
43816.78125,96.8,9.6,4.9
43816.78472,97.30000005,9.5,5.2
43816.78819,97.99999991,9.5,5.2
43816.79167,98.59999994,9.40000001,5.2
43816.79514,98.99999999,9.300000003,5.2
43816.79861,99.5,9.399999993,4.699999983
43816.80208,99.5,9.2,4.19999995
43816.80556,99.5,9.2,3.700000067
43816.80903,99.5,9.2,3.7
43816.8125,99.5,9.2,3.7
43816.81597,99.5,9.2,3.7
43816.81944,99.5,9.2,3.7
43816.82292,99.5,9.2,3.7
43816.82639,99.5,9.2,4.199999983
43816.82986,99.5,9.199999997,4.2
43816.83333,99.5,9.1,4.2
43816.83681,99.5,9.1,4.2
43816.84028,99.5,9.000000007,4.2
43816.84375,99.5,8.8,4.2
43816.84722,99,8.69999998,4.2
43816.85069,99,8.40000004,4.2
43816.85417,99.49999995,8.20000002,5.199999899
43816.85764,99.5,7.90000001,5.699999983
43816.86111,99.00000002,7.7,5.7
43816.86458,99.5,7.69999999,5.699999899
43816.86806,99.5,7.600000013,4.700000134
43816.87153,99.5,7.500000007,4.7
43816.875,99.5,7.3,5.2
43816.87847,99.00000003,7.200000007,6.100000034
43816.88194,99.49999993,7.299999987,6.599999933
43816.88542,99.00000005,7.10000002,6.10000005
43816.88889,98.9,7.1,5.100000034
43816.89236,99.5,7,5.099999983
43816.89583,99.5,7,4.59999995
43816.89931,99.5,7,4.100000067
43816.90278,99.5,7,4.1
43816.90625,99.5,7,4.1
43816.90972,99.49999995,7.1,4.1
43816.91319,98.80000009,7.1,4.1
43816.91667,98.10000007,7.19999999,4.1
43816.92014,97.00000004,7.100000003,4.1
43816.92361,96.19999998,7.2,4.1
43816.92708,95.69999998,7.2,4.1
43816.93056,95.50000003,7.2,4.1
43816.93403,95.59999999,7.100000007,3.600000034
43816.9375,95.9,7.1,3.1
43816.94097,95.90000002,7,2.1
43816.94444,96.19999996,7,2.1
43816.94792,96.99999992,6.90000001,2.1
43816.95139,97.29999999,6.9,2.1
43816.95486,97.50000001,6.8,2.1
43816.95833,97.70000001,6.80000001,2.1
43816.96181,97.79999999,6.899999987,2.1
43816.96528,98.29999997,6.999999993,2.1
43816.96875,97.8,6.9,2.1
43816.97222,97.4,6.800000007,2.1
43816.97569,97.4,6.899999987,2.1
43816.97917,97.30000001,6.80000001,2.1
43816.98264,97.3,6.8,2.1
43816.98611,97.29999997,6.800000003,2.1
43816.98958,96.50000005,6.90000001,2.1
43816.99306,96.99999993,6.999999987,2.1
43816.99653,97.09999999,6.800000013,2.1
43817,97.5,6.9,2.1
43817.00347,97.70000003,6.900000007,2.1
43817.00694,98.09999995,6.999999987,2.1
43817.01042,98.1,7,2.59999995
43817.01389,98.29999999,6.900000003,2.6
43817.01736,98.29999999,6.900000003,3.1
43817.02083,98.09999999,6.99999999,3.1
43817.02431,98.00000001,6.900000013,3.1
43817.02778,97.80000001,6.9,3.1
43817.03125,97.5,6.8,3.1
43817.03472,97.59999999,6.899999993,3.1
43817.03819,97.40000003,6.800000013,3.1
43817.04167,97.59999998,6.8,3.1
43817.04514,97.89999999,6.899999997,3.1
43817.04861,98.09999998,7.000000003,3.1
43817.05208,97.49999995,7.10000001,3.1
43817.05556,97.00000007,7.199999987,3.1
43817.05903,96.30000005,7.299999993,3.1
43817.0625,95.8,7.3,3.1
43817.06597,95.29999999,7.4,3.6
43817.06944,95.10000003,7.4,3.6
43817.07292,95.1,7.4,3.6
43817.07639,95.29999999,7.4,3.6
43817.07986,95.40000001,7.399999997,3.6
43817.08333,95.60000002,7.3,3.6
43817.08681,95.79999997,7.3,3.6
43817.09028,95.70000001,7.3,3.6
43817.09375,95.7,7.2,3.1
43817.09722,95.59999999,7.200000007,3.099999966
43817.10069,95.40000003,7.299999987,2.600000067
43817.10417,95.00000004,7.20000001,2.6
43817.10764,94.60000001,7.299999997,2.6
43817.11111,94.30000001,7.2,2.6
43817.11458,94.70000005,7.19999999,2.6
43817.11806,95.19999993,7.100000013,2.6
43817.12153,95.59999997,7.000000007,2.6
43817.125,95.8,7,2.6
43817.12847,96.20000002,6.900000007,2.6
43817.13194,96.49999996,6.999999987,2.6
43817.13542,96.20000003,6.90000001,2.6
43817.13889,96.1,6.800000003,2.6
43817.14236,96.50000001,6.700000003,2.6
43817.14583,96.8,6.79999999,2.6
43817.14931,96.8,6.700000013,2.6
43817.15278,96.99999999,6.799999993,2.6
43817.15625,96.8,7,2.6
43817.15972,96.19999999,7,2.600000034
43817.16319,96.00000003,7,3.099999933
43817.16667,95.80000002,7.09999999,3.1
43817.17014,95.7,7.1,3.1
43817.17361,95.39999999,7.1,3.1
43817.17708,95.09999996,7.10000001,3.1
43817.18056,94.70000005,7.199999987,3.1
43817.18403,94.40000002,7.2,3.1
43817.1875,94,7.2,3.1
43817.19097,94.10000003,7.2,3.1
43817.19444,94.49999995,7.2,3.1
43817.19792,94.89999996,7.2,3.1
43817.20139,95.29999999,7.2,3.1
43817.20486,96.20000002,7.2,3.100000007
43817.20833,96.80000004,7.2,3.30000005
43817.21181,97.19999995,7.2,3.799999933
43817.21528,97.39999999,7.2,3.8
43817.21875,97.5,7.2,3.8
43817.22222,97.5,7.200000007,3.8
43817.22569,97.5,7.299999987,3.8
43817.22917,97.5,7.20000001,3.8
43817.23264,97.5,7.2,3.8
43817.23611,97.4,7.2,3.8
43817.23958,97.29999998,7.2,3.8
43817.24306,97.10000003,7.2,3.8
43817.24653,97.19999999,7.2,3.8
43817.25,97,7.3,3.8
43817.25347,96.49999997,7.3,3.8
43817.25694,96.10000005,7.3,3.8
43817.26042,95.80000003,7.3,4.29999995
43817.26389,95.60000001,7.200000003,4.3
43817.26736,95.20000001,7.1,4.3
43817.27083,95.40000004,7.1,4.3
43817.27431,95.79999995,7.1,4.3
43817.27778,95.89999999,7.000000007,4.3
43817.28125,96.2,6.9,4.3
43817.28472,96.30000001,6.900000007,4.3
43817.28819,96.49999997,6.999999987,4.3
43817.29167,96.20000003,7.09999999,4.3
43817.29514,96.00000001,7.199999997,4.499999993
43817.29861,95.8,7.199999997,4.5
43817.30208,95.79999999,7.1,4.5
43817.30556,95.70000001,7.1,4.5
43817.30903,95.7,7.000000007,4.5
43817.3125,95.9,6.9,4.5
43817.31597,96.00000001,6.699999993,4.499999966
43817.31944,96.19999997,6.600000013,4.000000067
43817.32292,96.10000001,6.50000001,3.50000005
43817.32639,96.29999999,6.400000003,3.000000017
43817.32986,96.3,6.400000007,2.999999983
43817.33333,96.39999994,6.59999999,2.49999995
43817.33681,95.80000008,6.500000013,2.000000067
43817.34028,95.8,6.400000007,1.500000034
43817.34375,95.2,6.4,1.5
43817.34722,95.10000004,6.099999993,1.5
43817.35069,95.69999992,6.000000013,1.5
43817.35417,95.99999997,6,1.5
43817.35764,96.39999999,6,1.5
43817.36111,96.99999999,6.2,1.5
43817.36458,96.79999997,6.19999999,1.49999996
43817.36806,96.50000004,6.100000013,1.100000054
43817.37153,96.30000001,6.1,0.80000002
43817.375,96.5,6.1,0.8
43817.37847,96.69999995,6.399999993,0.8
43817.38194,95.90000011,6.300000013,0.8
43817.38542,95.9,6.3,0.8
43817.38889,96.39999998,6.59999999,0.8
43817.39236,95.3,6.399999997,0.8
43817.39583,95.40000003,6.3,0.80000005
43817.39931,95.69999996,6.3,1.299999933
43817.40278,95.7,6.399999993,1.3
43817.40625,95.6,6.4,1.3
43817.40972,95.69999999,6.5,1.300000034
43817.41319,95.50000003,6.5,1.799999933
43817.41667,95.20000003,6.5,1.8
43817.42014,95.00000001,6.599999997,1.8
43817.42361,94.6,6.600000003,2.3
43817.42708,94.49999998,6.7,2.3
43817.43056,94.30000003,6.7,2.3
